cod_articulo_magic,desc_articulo
45422,TAPA PLASTICA AZUL REY CORTA ALASKA AJEMEX PRODUCTO TERMINADO
45889,BASE DE BEBIDA COLA LIGTH  AURRERA BG-MX-032/4U PT
46086,PREFORMA DE 50.3 GRS CRISTAL CUELLO CORTO PRODUCTO TERMINADO - INYECCION
46088,PREFORMA DE 18.50 GRS CRISTAL  CUELLO CORTO INYECCION  (1881) PRODUCTO TERMINADO
58838,LATA CUBARAIMA SPICED 350ML SLEEK CODIGO DE BARRAS 7503019173138
63886,MIX SABORES 2.250 LTS X 4 (2 TORONJA + 1 NARANJA + 1 MANZANA)
500355,BIG COLA LATA 237 ML 15 PACK
500401,BIG COLA REGULAR LATA 473 ML 6
500602,BIG MANZANA PET NO RETORNABLE 2.250 ml 6 pack EXPORT/BILINGUE
501093,BIG NARANJA PET NO RETORNABLE 2250 ML 6 PACK
501631,BIG TORONJA PET NO RETORNABLE 3300 ML 6 PACK
501647,BIG TORONJA PET NO RETORNABLE 2.250 ml 6 pack EXPORT/BILINGUE
501955,BIG MANZANITA PET NO RETORNABLE 2250 ML 6 PACK
502210,BIG PONCHE DE FRUTAS PET NO RETORNABLE 3300 ML 6 PACK
502217,BIG PONCHE DE FRUTAS PET NO RETORNABLE 500 ML 12 PACK
503006,BIG COLA SIN AZÚCAR PET NO RETORNABLE 3300 ML 6 PACK
506944,CIFRUT FRESH LIMONADA PET NO RETORNABLE 3300 ML 6 PACK
508416,BIG AQUA AGUA SIN GAS PET NO RETORNABLE 360 ML 12 PACK
508452,BIG AQUA AGUA SIN GAS PET NO RETORNABLE 620 ML 12 PACK
508564,BIG AQUA AGUA SIN GAS PET NO RETORNABLE 3000 ML 6 PACK PRECIADO
508590,AJE AQUA AGUA SIN GAS PET NO RETORNABLE 360 ML 12 PACK
509515,BIG CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 360 ML 12 PACK
509579,"BIG CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 620 ML 12 PACK"
509600,BIG CIFRUT PET NO RETORNABLE 2000 ML 8 PACK
46498,BASE DE BEBIDA BIG CITRUS MANZANA PUNCH BF-MX-120316/1U PT
46756,EDULCORANTE SINTETICO COD 20021
46758,ACIDULANTE AC COD278
46794,BASE DE BEBIDA GASIFICADA TUTTI FRUTTI AURRERA BG-MX-035/2U PT
47665,BASE DE BEBIDA CITRUS BF-MX-120325/1U PT
47961,CONCENTRADO SANGRIA SE¥ORIAL
47964,LATA DE ALUMINIO 355 ML SANGRIA SE¥ORIAL
48072,LATA NEW MIX VAMPIRO 473ML / 16 OZ
48597,TAPA PLASTICA VERDE CITRUS CORTA GRABADO AJE PT
48682,TAPA PLASTICA VERDE CITRUS ALASKA PT
49272,PELICULA METALIZADA PARA GLOBO
49273,CORE DE CARTON
49295,TAPA PLASTICA AMARILLA GENERICA 2.32 GRS PT
49346,TINTA COLOR  ROJO CALIDO CLAVEL-701-3620 (PRESENTACION 17 KG)
50080,"BASE DE BEBIDA DE BEBIDA PI¥A,GUAVA,NARANJA BF-MX-130339/1U PT"
60633,PREFORMA DE 13.2 GRS AZUL PARA AGUA (ALASKA) PT
61174,TAPA PLASTICA MORADA CORVAGLIA PT
61175,TAPA PLASTICA VERDE CITRUS CORVAGLIA PT
61334,BOBINA IMPRESA Y CORTADA 6PC N&L CHEWY PINEAPPLEA M4527 MP
61335,BOBINA IMPRESA Y CORTADA 4PC CHEWY BANANA M4345 MP
61873,BOBINA IMPRESA Y CORTADA 4P YERBABUENA NACIONAL M0561 MP
61875,BOBINA IMPRESA Y CORTADA 4P CANELA NACIONAL M0563 MP
61881,BOBINA IMPRESA Y CORTADA EXTREME SOUR CHERRY M4596 MP
44936,TAPA PLASTICA BIG CITRUS NARANJA CORTA GENERICA (TIPO CORVAGLIA)  AJEMEX PT
44940,TAPA PLASTICA AZUL REY CORTA GENERICA (TIPO CORVAGLIA) AJEMEX PT
44942,TAPA PLASTICA  VERDE CORTA GENERICA (TIPO CORVAGLIA) AJEMEX PT
44975,BASE DE BEBIDA BIG FRESH TORONJA  BG-MX-025/4U (EXPORTACION) PT
45041,BASE DE BEBIDA BIG FRESH LIMA LIMON  BG-MX-026/4U (EXPORTACION) PT
45268,BASE DE BEBIDA GASIFICADA LIMONADA BG-MX-120305/2U PT
45090,PREFORMA DE 18.30 GRS CRISTAL  CUELLO CORTO INYECCION (1881)  PRODUCTO TERMINADO
59509,PREFORMA DE 18.1 GRS CRISTAL PARA AGUA CORVAGLIA PT
46489,BASE DE BEBIDA GASIFICADA TORONJA BG-MX-120313/2U PT
45579,TAPA PLASTICA COLOR MARFIL TIPO CORVAGLIA AJEMEX PT
45640,BASE DE BEBIDA CITRICA BC-MX-029/1U PT
46080,PREFORMA DE 56.3 GRS CRISTAL  (5400) CON CUELLO CORTO  PRODUCTO TERMINADO INYECCION
25608,BIG COUNTRY MANGO 1.000 LTS X 36 TETRAPACK
26206,BASE DE BEBIDA GASIFICADA BANANA BG-MX-70024/4U
26482,BIG COUNTRY MANGO 335 ML X 48 EN LATA
26805,BASE DE BEBIDA NECTAR DURAZNO BN-MX-700 (PECTINA)
27817,MERMA PREFORMA VERDE PT
27821,RESINA RECICLADA RECUPERADA VERDE PT
28135,COMBO 2 CHIHUAHUA
29288,PREFORMA DE 25.2 GRS CRISTAL CON UV PT (MAQUILA)
30266,BIG COLA 500 ML X 48
31787,BIG COLA 3.050 LTS X 18
31889,BIG CITRUS PUNCH 3.000 LTS X 12 (EXPORTACION)
32077,ECONOMAX MANZANA 3.300 LTS X 12
32286,BIG LIMA LIMON 355 ML X 48 EN LATA
32421,COMBO BCITRUS 3.0 + BCOLA 1.5
32424,BIG CITRUS PUNCH 2.500 LTS X 18
33505,CLUB COLA 3.300 LTS X 12
33564,BIG MANZANA 2.500 LTS X 18
33567,BIG LIMA LIMON 2.500 LTS X 18
33805,PREFORMA DE 41 GRS CRISTAL CUELLO CORTO PT-INYECCION
33906,MI MARCA LIMA LIMON 355 ML X 48 EN LATA
34592,CMB BIGSABORES 3.3 NA-TO
34660,"MIX SABORES BIG 355 ML X 48 LATA PACK (8 BIG NARANJA, 8 BIG MANZANA, 8 BIG LIMA LIMON)"
34719,BIG FRESH MANZANA CLARA 500 ML X 96
35227,BIG FRESH FRESA 355 ML X 48 EN LATA
35528,PREFORMA DE 43.25 GRS CRISTAL AGUA (MAQUILA) PRODUCTO TERMIANDO
35956,BIG COLA ICE 300 ML X 48 EN LATA
35965,BIG FRESH MANZANA ROJA SHREK 235 ML X 48 EN LATA
35978,BIG FRESH TORONJA SHREK 3.030 LTS X 18
35980,BIG FRESH LIMA LIMON SHREK 3.300 LTS X 12
36336,PREFORMA DE 21.3 GRS VERDE CC PT (MAQUILA)
36593,BIG FRESH MANZANA CLARA 3.300 LTS X 18
36623,BIG FRUTALES DURAZNO 150 ML X 96 (12 PACK-TETRAPACK)
36806,BIG COLA 500 ML X 72 (EXPORTACION SIX PACK)
38357,BIG FRESH MANZANA GOLDEN 355 ML X 48 EN LATA / ONE WAY ALTA / CEDIS / CON PRECIO $ 4.00
38402,BIG FRESH MANDARINA 500 ML X 96 / ONE WAY ALTA / CEDIS / CON PRECIO $ 3.00
38404,BIG FRESH PI¥A 500 ML X 96 / ONE WAY ALTA / CEDIS / CON PRECIO $ 3.00
38427,BIG FRUTALES DURAZNO 150 ML X 96 (12 PACK-TETRAPACK) / ONE WAY ALTA / CEDIS / CON PRECIO $ 2.00
38429,BIG CITRUS 150 ML X 96 (12 PACK-TRTRAPAK) / ONE WAY ALTA / CEDIS / CON PRECIO $ 2.00
39182,BIG FRESH TORONJA 355 ML X 48 EN LATA / CHEP ALTA / CEDIS / CON PRECIO $ 4.00
39203,BIG FRESH FRESA 355 ML X 48 EN LATA / CHEP ALTA / CEDIS / CON PRECIO $ 2.50
46158,PREFORMA DE 13.2 GRS AGUA CRISTAL PT
46160,PREFORMA DE 21.2 GRS CRISTAL PT
46166,PREFORMA DE 21.2 GRS VERDE PT
39280,BIG CITRUS PUNCH 3.300 LTS X 18 / CHEP ALTA / ECONORED / CON PRECIO $ 15.00
39281,BIG CITRUS PUNCH 3.300 LTS X 18 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 15.00
39299,BIG AQUA VITAL 500 ML X 48 / CHEP ALTA / DETALLE / CON PRECIO $ 4.00
39306,BIG AQUA VITAL 1.000 LTS X 24 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 5.00
39337,BIG AQUA VITAL 500 ML X 72 / CHEP ALTA / ECONORED / CON PRECIO $ 4.00
39338,BIG AQUA VITAL 500 ML X 72 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 4.00
39360,BIG AQUA VITAL 1.000 LTS X 48 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 4.00
39366,BIG AQUA VITAL 500 ML X 72 / CHEP BAJA / AUTOSERVICIOS / SIN PRECIO
509827,Big Cifrut Punch .250ml pet 24 PACK NuevoEMB
512424,COOL TEA TÉ NEGRO LIMON 2600 ML 6 PACK
513215,COOL TEA TÉ NEGRO FRUTOS ROJOS 2600ML 6 PACK
515615,SPORADE NARANJA PET NO RETORNABLE 620 ML 6
516209,SPORADE PONCHE DE FRUTAS PET NO RETORNABLE 625 ml 6 pack
517136,VOLT YELLOW 473ML  LATA EXPORTACIÓN 15 PACK
517232,VOLT BLUE LATA 237 ML 15 PACK
517289,VOLT RED LATA 473 ML 15 PACK
39389,BIG FRESH MANZANA ROJA 3.030 LTS X 18 TANQUE / CHEP ALTA / CEDIS / CON PRECIO $ 10.00
39431,BIG FRESH NARANJA 500 ML X 96 (EXPORTACION E.U.) / CHEP HT BAJA / EXPORTACION / BILINGÜE E.U.A.
39455,BIG FRESH PI¥A 3.030 LTS X 18 / CHEP BAJA / AUTOSERVICIOS / SIN PRECIO
39457,BIG COLA TURBO 500 ML X 48 / CHEP ALTA / ECONORED / CON PRECIO $ 5.00
39460,BIG COLA TURBO 500 ML X 48 / CHEP BAJA / AUTOSERVICIOS / SIN PRECIO
39463,BIG COLA MOKA 0.300 LTS LATA X 48 / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
39474,BIG FRESH SABOR MANZANA CLARA 3.300 LTS X 12 / CHEP ALTA / CEDIS / CON PRECIO $ 13.00
39496,BIG FRESH MANZANA ROJA 3.300 LTS X 12 / SLIP SHEET / ECONORED / CON PRECIO $ 13.00
518417,BIG NARANJA PET NO RETORNABLE 2.250 ml 6 pack EXPORT/BILINGUE
519043,CIFRUT SABORES 0.360L MIX-CITRUS-PONCHE-TORONJA 
519851,AJE AQUA AGUA REGULAR PET NO RETORNABLE 625 ML 12
522266,AURRERA MANZANA PET NO RETORNABLE 300 ML 12
522267,AURRERA PIÑA PET NO RETORNABLE 300 ML 12
522485,VOLT GUARANA LATA 473 ML 15 CON EMPAQUE DE CARTON
522519,"CIFRUT NARANJA, MANDARINA Y LIMON LATA 473 ML 15"
591102,AURRERA NARANJADA PET NO RETORNABLE 3000 ML 6 PACK
593255,Drank P.E.T. 400 ml x 12 Island Time
39528,BIG FRESH MANZANA ROJA 3.300 LTS X 18 / SLIP SHEET / ECONORED / CON PRECIO $ 12.00
39529,BIG FRESH MANZANA ROJA 3.300 LTS X 18 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 12.00
39537,BIG FRESH LIMA LIMON 3.300 LTS X 18 / SLIP SHEET / ECONORED / CON PRECIO $ 12.00
39555,BIG FRESH PI¥A 3.300 LTS X 18 / SLIP SHEET / ECONORED / CON PRECIO $ 12.00
39564,BIG FRESH TUTTI FRUTTI 3.300 LTS X 18 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 12.00
39565,BIG COLA 2.600 LTS X 18 / CHEP ALTA / CEDIS / CON PRECIO $ 11.50
39567,BIG COLA 2.600 LTS X 18 / SLIP SHEET / ECONORED / CON PRECIO $ 11.50
39576,BIG COLA 2.500 LTS X 18 / CHEP ALTA / ECONORED / CON PRECIO $ 12.00
594604,GREAT VALUE AGUA SIN GAS PET NO RETORNABLE 1000 ML 12 PACK EXPORTACIÓN
594606,GREAT VALUE AGUA SIN GAS PET NO RETORNABLE 500 ML 8 PACK
595902,NEW MIX VAMPIRO LATA 473 ML 24 PACK
595905,NEW MIX MARGARITA LATA 350 ML 24 PACK S/CHAROLA
596209,SEÑORIALSANGRIA2.600X6 NUEVO EC
597001,SUPER VALUE COLA PET NO RETORNABLE 3000 ML 6 PACK
597201,SUPER VALUE MANZANA PET NO RETORNABLE 3000 ML 6 PACK
597703,BARRILITOS DURAZNO PET NO RETORNABLE 2 LTS 8 PACK
597704,BARRILITOS DURAZNO PET NO RETORNABLE 500 ML 24 PACK
39585,BIG COLA 1.000 LT X 48 / SLIP SHEET / ECONORED / CON PRECIO $ 6.00
39604,PREFORMA DE 14 GRS AGUA CRISTAL PT INYECCION
39616,BIG COLA 3.030 LT X 18 TANQUE / CHEP ALTA / ECONORED / CON PRECIO $ 13.00
39712,"MIX BIG FRUTALES MANGO-UVA 150 ML X 96 EN TETRAPAK (48 MANGO, 48 UVA)"
39767,BIG CITRUS PUNCH DE 1.000 LTS X 36 / CHEP ALTA / CEDIS / CON PRECIO $ 6.00
39811,BIG CITRUS PUNCH DE 1.000 LTS X 36 / CHEP ALTA / ECONORED / CON PRECIO $ 6.00
39830,TAPA PLASTICA AZUL CORTA 2.32 GRS AJEMEX PRODUCTO TERMINADO
39927,BIG FRESH MANDARINA LATA 0.355 LTS X 96 LTS / CHEP ALTA / CEDIS / SIN PRECIO
597728,BARRILITOS PINA PET NO RETORNABLE 2 LTS 8 PACK
597776,BARRILITOS MANZANA PET NO RETORNABLE 500 ML 24 PACK
597777,BARRILITOS MANZANA PET NO RETORNABLE 750 ML 24 PACK
597779,BARRILITOS MANZANA PET NO RETORNABLE 500 ML 24 PACK
598452,VOLT CAFE REGULAR LATA 355 ML 15
598505,VOLT UVA REGULAR LATA 237 ML 15
598801,SPORADE MORA PET NO RETORNABLE 625 ML 6
598840,BIG COLA PET NO RETORNABLE 3030 ML 6
598904,VOLT ZEUS GUARANA LATA 355 ML 15
39937,BIG FRESH MANZANA CLARA LATA 0.355 LTS X 96 LTS / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
39940,BIG FRESH TAMARINDO LATA 0.355 LTS X 96 LTS / CHEP ALTA / ECONORED / SIN PRECIO
39941,BIG FRESH TAMARINDO LATA 0.355 LTS X 96 LTS / T. BLANCA ALTA / ECONORED / SIN PRECIO
39947,BIG FRESH TUTTI FRUTTI LATA 0.355 LTS X 96 LTS / T. BLANCA ALTA / ECONORED / SIN PRECIO
39948,BIG FRESH TUTTI FRUTTI LATA 0.355 LTS X 96 LTS / SLIP SHEET / ECONORED / SIN PRECIO
39955,BIG FRESH FRESA LATA 0.355 LTS X 96 LTS / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
39965,BIG FRESH MANZANA ROJA LATA 0.355 LTS X 96 LTS / T. BLANCA ALTA / ECONORED / SIN PRECIO
39970,BIG FRESH NARANJA LATA 0.355 LTS X 96 LTS / CHEP ALTA / ECONORED / SIN PRECIO
599025,FREELIFE WATER NARANJA MANGO
599218,VOLT GUARANA PET NO RETORNABLE 600 ML 12
599504,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 625 ML 6
599590,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 1000 ML 6
599592,BIG PONCHE DE FRUTA PET NO RETORNABLE 500 ML 12
599647,GREAT VALUE FRESA PET NO RETORNABLE 1000 ML 12
599730,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 911 ML 12"
599731,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 1500 ML 12"
599735,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 500 ML 24 EXPORT"
39973,BIG FRESH NARANJA LATA 0.355 LTS X 96 LTS / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
39978,BIG FRESH TORONJA LATA 0.355 LTS X 96 LTS / SLIP SHEET / ECONORED / SIN PRECIO
39979,BIG FRESH TORONJA LATA 0.355 LTS X 96 LTS / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
39982,BIG FRESH MANZANA ROJA 2.230 LTS X 24 / CHEP ALTA / ECONORED / CON PRECIO $ 10.00
39995,BIG FRESH NARANJA 2.230 LTS X 24 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 10.00
39998,BIG FRESH NARANJA 2.230 LTS X 24 / CHEP BAJA / AUTOSERVICIOS / SIN PRECIO
40002,BIG FRESH LIMA-LIMON 2.230 LTS X 24 / SLIP SHEET / ECONORED / CON PRECIO $ 10.00
40004,BIG FRESH LIMA-LIMON 2.230 LTS X 24 / CHEP BAJA / AUTOSERVICIOS / SIN PRECIO
599736,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 360 ML 24 EXPORT"
599739,SPORADE MORA PET NO RETORNABLE 625 ML 24 EXPORT
599740,BIG COLA PET NO RETORNABLE 500 ML 24 EXPORT
599741,BIG COLA PET NO RETORNABLE 360 ML 24
599782,SPORADE PONCHE DE FRUTA PET NO RETORNABLE  SPORTCAP 1000 ML 6
599784,SPORADE UVA PET NO RETORNABLE  SPORTCAP 625 ML 6
599833,FIRST TORONJA PET NO RETORNABLE 620 ML 12
599838,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 1500 ML 12"
599846,FREELIFE MANDARINA - DURAZNO LATA 355 ML 12
40005,BIG COLA 0.360 LTS X 96 LTS / CHEP ALTA / CEDIS / CON PRECIO $ 3.00
40008,BIG COLA 0.360 LTS X 96 LTS / SLIP SHEET / ECONORED / CON PRECIO $ 3.00
46076,PREFORMA DE 56.3 GRS CRISTAL  (5504) CON CUELLO CORTO  PRODUCTO TERMINADO INYECCION
46154,PREFORMA DE 31.7 GRS CRISTAL  CUELLO CORTO INYECCION  PT
46156,PREFORMA DE 13.2 GRS CRISTAL CON UV CUELLO ALASKA 19800 PZAS PT
46491,BASE DE BEBIDA GASIFICADA GINGER ALE BG-MX-120314/2U PT
53637,BIG TORONJA 3.030 LTS X 6 CONTOUR  SIN PRECIO
53642,BIG MANZANA 3.030 LTS X 6 TANQUE  SIN PRECIO
599876,CIFRUT UVA PET NO RETORNABLE 300 ML 12
599909,BIG COLA PET NO RETORNABLE 3000 ML 6
599910,BIG COLA PET NO RETORNABLE 1500 ML 12
599912,BIG COLA PET NO RETORNABLE 600 ML 12
599929,BIG TORONJA PET NO RETORNABLE 600 ML 12
599956,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 360 ML 6"
599964,AJE AQUA AGUA PET NO RETORNABLE 300 ML 24
10817,PREFORMA DE 38 GR VERDE PT- INYECCION
20036,PREFORMA DE 25 GRS CRISTAL (IMMEX) PT
53659,AURRERA BEBIDA CITRICA 3.000 LTS X 6 SIN PRECIO MARZO 2014
53660,AURRERA NARANJADA 3.000 LTS X 6 SIN PRECIO MARZO 2014
53694,BIG COLA 3.030 LTS X 6 CONTOUR SIN PRECIO MARZO 2014
53751,ETIQUETA AJE AQUA MINERAL 620 ML SAL 3 (2014) PT
53874,BIG LIMA LIMON 500 ML X 24 SIN PRECIO
53939,SUPER VALUE COLA 3LTS X 6 SIN PRECIO ABRIL 2014
53943,SUPER VALUE TORONJA 3LTS X 6 SIN PRECIO ABRIL 2014
53945,CASA LEY LIMA LIMON 3.000 LTS X 6 SIN PRECIO ABRIL 2014
53947,CASA LEY NARANJA 3.000 LTS X 6 SIN PRECIO ABRIL 2014
62183,BASE DE BEBIDA CITRUS PUNCH BF-MX-150431
62325,BOBINA IMPRESA Y CORTADA 6PC N&L BANANA M3455 MP
62407,BOBINA IMPRESA Y CORTADA 6PC CHEWY STRAWBERRY M4318 MP
62647,BOBINA IMPRESA GENERICA  MP
62767,BOBINA IMPRESA Y CORTADA CON FOTOCELDA 98 X120 EL DESIERTO MP
46766,CHAROLA B:OOST LIGHT (24 PZAS)
47719,PREFORMA DE 24 GRS. VERDE
47791,PREFORMA DE 18.3 GRS CRISTAL CON UV CUELLO CORVAGLIA INYECCION (14040) PT
47888,BASE DE BEBIDA GASIFICADA BIG FRESH  PONCHE DE FRUTAS ( EXPORTACION )  BG-MX-036/4U  PT
53958,ETIQUETA BIG CITRUS PUNCH VERDE 3.000 LTS SAL 3 (2014) PT
53994,BIG CITRUS PUNCH 3.300 LTS X 6 SIN PRECIO
54191,BIG COLA LIBRE 500 ML X 12 SIN PRECIO
54345,ETIQUETA BIG AQUA 1.500 LTS 2013 SALIDA 4 PT
54501,ETIQUETA BIG CITRUS PUNCH VERDE 3.300 LTS SAL 3 (2014) PT
54592,AJE AGUA 625 ML X 24 SIN PRECIO
54703,AJE AGUA 360 ML X 24 SIN PRECIO
55130,ETIQUETA BIG CITRUS NARANJA MANGO 3.000 LTS SAL 3 (2014) PT
55268,ETIQUETA BIG COLA BARCELONA 1.500 LTS $10 SAL 4 (2014) PT
47962,CONCENTRADO LIMON SANGRIA
48155,TAPA PLASTICA AMARILLA CORTA  GRABADO AJE PT
48213,BASE DE BEBIDA GASIFICADA BIG FRESH MANZANA ROJA BG-MX-130330/2U PT
49257,TINTA COLOR AMARILLO CLAVE L712-1401 (PRESENTACION 17 KG)
49339,LAMINA DE POLIETILENO 71.6 X EN CALIBRE 250  MAQUILA
46762,CONSERVADOR COD223
46779,MEZCLA ACIDULANTES AC/CS COD. 278/279
48074,CHAROLA NEW MIX PALOMA 24 - 473 ML / 16 OZ
48076,TERMOENCOGIBLE 21 CM CAL 150
55568,BIG CITRUS NARANJA MANGO PUNCH 500 ML X 24 SIN PRECIO
56003,ETIQUETA BIG SABOR MANZANA 3.030 LTS $15.00 SAL 3 (2014) (2) PT
56480,BIG PONCHE DE FRUTAS 3.030 LTS X 6 CON PRECIO $15.00
56489,ETIQUETA BIG CITRUS PUNCH VERDE 2.000 LTS SAL 3 (2014) (3) PT
56496,ETIQUETA AURRERA  COLA LIGHT  3.000 LTS SAL 3 (2014) PT
56532,BIG TORONJA 500 ML X 24 CON PRECIO $5.00
56948,BIG COLA 1.500 LTS X 12 SIN PRECIO NOV 2014
56952,BIG COLA 3.030 LTS X 6 CON PRECIO $17.00 NOV 2014
57061,SUPER VALUE NARANJA 3LTS X 6 SIN PRECIO NOV 2014
48545,BASE DE BEBIDA CITRUS PUNCH BF-MX- 130334/1U  PT
49345,TINTA COLOR  VERDE ESMERALDA CLAVEL-701-5620 (PRESENTACION 17 KG)
60970,PREFORMA DE 17.15 GRS CRISTAL PT
60972,PREFORMA DE 17.15 GRS AZUL  AGUA PT
50016,JARABE TERMINADO TUTTI FRUTTI AURRERA
50018,JARABE TERMINADO BEBIDA CITRICA AURRERA
50133,MIX BIG FRESH 620 ML X 12 (3 LIMA LIMON 3 MANZANA ROJA 3 NARANJA 3 TORONJA)
60635,PREFORMA DE 21.2 GRS AZUL PARA AGUA (CORVAGLIA) PT
57062,SUPER VALUE TORONJA 3LTS X 6 SIN PRECIO NOV 2014
57265,ETIQUETA BIG SABOR PONCHE DE FRUTAS 3.030 LTS $15.00 SAL 3 (2014) (3) PT
57268,ETIQUETA BIG SABOR NARANJA 3.030 LTS SAL 3 (2014) (3) PT
59436,TAPA PLASTICA VERDE LIMONADA (GRABADO AJE) PT
59488,SORIANA NARANJA 3.000 LTS X 6
59512,PREFORMA DE 18.1 GRS CRISTAL CORVAGLIA PT
60786,BOBINA LAMINADA IMPRESA DE 36 CMS BOPP NAT 20 MICRAS/BOPP NAT 20 MICRAS PAPAS ADOBADAS 90 GRS MP
60788,BOBINA LAMINADA IMPRESA DE 36 CMS BOPP NAT 20 MICRAS/BOPP NAT 20 MICRAS PAPAS SALADAS 90 GRS PT
61178,TAPA PLASTICA NARANJA CORVAGLIA PT
61179,TAPA PLASTICA VERDE LIMONADA CORVAGLIA PT
61342,BOBINA IMPRESA Y CORTADA 4PC N&L TROPICAL PUNCH M3479 MP
40747,BIG FRESH MANDARINA 2.230 LTS X 24 / CHEP ALTA / ECONORED / CON PRECIO $ 10.00
40749,BIG FRESH MANDARINA 2.230 LTS X 24 / SLIP SHEET / ECONORED / CON PRECIO $ 10.00
40786,AURRERA CITRUS PUNCH 3.000 LTS X 18 / CHEP ALTA / AUTOSERVICIOS
40789,BIG AQUA VITAL 300 ML X 96 / T. BLANCA ALTA / CEDIS / CON PRECIO $3.00
40790,BIG CITRUS PUNCH 0.200 LTS X 120 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 2.00
40797,BIG CITRUS PUNCH DE 3.000 LTS X 12 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 16.00
60981,ETIQUETA BIG AQUA 1.000 LTS SAL 3 (2015) PT
60983,ETIQUETA BIG AQUA 1.500 LTS SAL 3 (2015) PT
61786,ETIQUETA BIG COLA 2.600 LTS SAL 3  (2015) PT
62406,BOBINA IMPRESA Y CORTADA 4PC N&L GRAPE M3477 PT
62590,ETIQUETA BIG SABOR PONCHE DE FRUTAS 2.250 LTS SAL 3 (2015) PT
62691,BOBINA IMPRESA Y CORTADA QUESO AMERICANO SELECTO DON HECTOR PT
62700,BOBINA IMPRESA Y CORTADA LOTE Y FECHA DE CADUCIDAD PT
40808,BIG FRESH MANDARINA 355 ML X 48 EN LATA / T. BLANCA ALTA / CEDIS / CON PRECIO $ 4.00
40809,BIG FRESH MANZANA GOLDEN 355 ML X 48 EN LATA / T. BLANCA ALTA / CEDIS / CON PRECIO $ 4.00
40825,BIG FRESH SABOR TUTTI FRUTTI 500 ML X 96 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 4.00
40827,BIG FRESH TAMARINDO 355 ML X 48 EN LATA / T. BLANCA ALTA / CEDIS / CON PRECIO $ 4.00
40831,BIG FRESH TUTTI FRUTTI 355 ML X 48 EN LATA / T. BLANCA ALTA / CEDIS / CON PRECIO $ 4.00
40980,LATA NUEVA ALIANZA SABOR LIMA LIMON 0.355 LTS X 48 / T. BLANCA ALTA / ECONORED
40991,MEGA BIG COLA 3.300 LT X 18 / T. BLACA ALTA / CEDIS / CON PRECIO $ 16.00
41130,BIG FRESH PI¤A 3.030 LTS X 18 TANQUE / T. BLANCA ALTA / ECONORED / CON PRECIO $ 13.00
63146,BIG NARANJA 0.200 LTS X 24 SAMPLING
63742,BIG CITRUS PUNCH 360 ML X 12
63821,BIG PONCHE DE FRUTAS 500 ML X 24 CON PRECIO $5.00
65433,BIG CITRUS PUNCH 2.000 LTS X 4
67224,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 36 CM CAL 220 PT
67225,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 45 CM CAL 260 PT
67228,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 90 CM CAL 260 PT
67413,ETIQUETA BIG AQUA 1.000 LTS SAL 3 PUE (2016) PT
41131,BIG FRESH PI¤A 3.030 LTS X 18 TANQUE / CHEP ALTA / ECONORED / CON PRECIO $ 13.00
41132,BIG FRESH PI¤A 3.030 LTS X 18 TANQUE / CHEP ALTA / CEDIS / CON PRECIO $ 13.00
41133,BIG FRESH PI¤A 3.030 LTS X 18 TANQUE / SLIP SHEET / ECONORED / CON PRECIO $ 13.00
41137,BIG FRESH MANDARINA 3.030 LTS X 18 TANQUE / CHEP ALTA / ECONORED / CON PRECIO $ 13.00
41159,BIG AQUA VITAL 1.500 LTS X 36 (ECATEPAC SORIANA) / CHEP BAJA / AUTOSERVICIOS / SIN PRECIO
41161,BIG FRUTALES COLADO DE FRUTAS EDO DE GUERREOR 65 ML X 96 / CHEP ALTA
41352,AURRERA MANZANA ROJA 3.000 LTS X 18 / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
